"Export time: 8/6/2022, 8:14:58 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","106","Honeybee Gardens Truly Natural Lipstick Queen Bee (red) | Vegan | Gluten Free | Cruelty Free | Naturally Hydrating & Nourishing | Long-wearing","Honeybee Gardens","$15.99","2","0","$32","08/09/2009","$10.05","101","4.1","$5.94","215670","Beauty & Personal Care","B00LWHB2QQ","https://www.amazon.com/dp/B00LWHB2QQ"
"","","107","e.l.f. Srsly Satin Lipstick Intense color Payoff & Silky Smooth Formula Creme 0.16 Oz (4.5g)","e.l.f.","$6.56","170","5","$1115","05/27/2020","$2.97","557","4.2","$3.59","57463","Beauty & Personal Care","B07ZR1HF5V","https://www.amazon.com/dp/B07ZR1HF5V"
"","","108","Undone Beauty Talk Lip Creamy Balm-like Matte Lipstick with Aloe & Coconut and Sheer Buildable Hydrating Color - Vegan and Cruelty Free - Raspberry","UNDONE BEAUTY","$10.00","10","0","$100","07/24/2021","$6.28","9","3.1","$3.72","282288","Beauty & Personal Care","B099VGHD9L","https://www.amazon.com/dp/B099VGHD9L"
"","","109","FreshO2 x Pony Bubble Soft Matte Lipstick Hydrating Luxury Satin Lipstick Silky Smooth Texture | apple cimmamom | Made in Taiwan | Vegan Cruelty Free","FreshO2","$18.99","...","...","...","07/03/2022","$13.22","0","","$5.77","1126997","...","B0B3D9BXVT","https://www.amazon.com/dp/B0B3D9BXVT"
"","","110","CLOVE + HALLOW Lip Velvet - Vegan Natural 24 Hour Liquid Matte Lipstick - Napa","CLOVE + HALLOW","$25.00","0","0","$0","04/28/2018","$18.33","20","4.6","$6.67","441386","Beauty & Personal Care","B07C24T4M3","https://www.amazon.com/dp/B07C24T4M3"
"","","111","CLOVE + HALLOW Lip Velvet - Vegan Natural 24 Hour Liquid Matte Lipstick - Jetsetter","CLOVE + HALLOW","$19.00","0","0","$0","04/28/2018","$13.23","44","4","$5.77","656883","Beauty & Personal Care","B07C27TGJ1","https://www.amazon.com/dp/B07C27TGJ1"
"","","112","REVLON Super Lustrous Glass Shine Lipstick Flawless Moisturizing Lip Color with Aloe Hyaluronic Acid and Rose Quartz Glaring Red (023) 0.15 oz","REVLON","$7.00","3085","102","$21595","03/07/2020","$2.9","6831","4.5","$4.10","6439","Beauty & Personal Care","B07XVVXTVX","https://www.amazon.com/dp/B07XVVXTVX"
"","","113","NYX PROFESSIONAL MAKEUP Soft Matte Lip Cream Lightweight Liquid Lipstick - Copenhagen (Matte Rich Plum)","NYX PROFESSIONAL MAKEUP","$6.50","15298","509","$99437","09/28/2013","$3.06","34825","4.3","$3.44","745","Beauty & Personal Care","B07B4QVRCH","https://www.amazon.com/dp/B07B4QVRCH"
"","","114","12Pcs/Set Velvet Matte Liquid Lipstick Makeup Classic Waterproof Long Lasting Smooth Soft Reach Colors Full Lips Gloss For Women Gift","UCANBE","$11.98","799","26","$9572","10/24/2020","$6.64","2313","4","$5.34","19360","Beauty & Personal Care","B08J489QBS","https://www.amazon.com/dp/B08J489QBS"
"","","115","Apocalyptic Beauty Goth Dark Red Liquid Lipstick - 100% vegan & cruelty-free beauty products inspired by Horror Pop Culture and the Absurd (Apathy)","Apocalyptic Beauty","$13.98","14","0","$196","07/04/2020","$8.96","19","3.3","$5.02","388918","Beauty & Personal Care","B089NLG7ZD","https://www.amazon.com/dp/B089NLG7ZD"
