"Export time: 8/5/2022, 11:15:38 PM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","205","Whole Foods Market Fizzing Bath Bomb Lavender Vanilla 2.3 oz","Whole Foods Market","$3.19","0","0","$0","03/19/2018","$-2.9","418","4.6","$6.09","457643","Beauty & Personal Care","B074H6QTKD","https://www.amazon.com/dp/B074H6QTKD"
"","","206","COOFO Bath Bombs for Kids with Surprise Inside Organic Natural Bubble Bath Bombs Extra Large 6 Pack Egg Bath Balls for Boys Fizzy Bath Bombs Birthday Gifts for Kids","COOFO","$17.99","...","...","...","01/05/2022","...","61","4.7","","20911","...","B09PV1C3KF","https://www.amazon.com/dp/B09PV1C3KF"
"","","207","Bath Bombs Bath Bombs for Women Bath Bombs and Candles Set Bath Bombs Candles Spa Set Scented Candles and Bath Bombs Bath Bombs for Birthday","STRN","$16.99","30","1","$510","02/26/2021","$9.3","102","4.6","$7.69","126515","Beauty & Personal Care","B08XNHWC6T","https://www.amazon.com/dp/B08XNHWC6T"
"","","208","artnaturals Large Bath Bombs Gift Set kit  (12 x 4 Oz / 113g) - Natural Handmade Essential Oil Spa Bubble Bath Bomb Balls Fizzies  for Relaxation Moisturizing & Fun for Women Kids & Men","Artnaturals","$18.90","35","1","$662","08/23/2017","$9.64","2183","4.5","$9.26","52408","Beauty & Personal Care","B07574DQC3","https://www.amazon.com/dp/B07574DQC3"
"","","209","ANIHANA Bath Bomb Melt | Variety Pack - Raspberry Marshmallow Manuka Honey Peach Smoothie Grapefruit & Lime | Relaxing Aroma & Hydrating with Coconut Oil (Pack of 4)","ANIHANA","$20.00","...","...","...","04/28/2022","$11.86","0","","$8.14","261802","...","B09Z765T3V","https://www.amazon.com/dp/B09Z765T3V"
"","","210","Sagekia Bath Bombs Gift Set-12Pcs Bubble Bath Gifts for Mom Organic Bath Bombs Safe Spa to Moisturize Dry Skins Bath Bombs for Women and Kids Stress Relief Gifts for Ladies","Sagekia","$14.98","266","8","$3985","03/31/2020","$7.59","1870","4.5","$7.39","77446","Beauty & Personal Care","B086MFKMDX","https://www.amazon.com/dp/B086MFKMDX"
"","","211","SIX FOXES Christmas Rainbow Bath Bombs Organic Handcraft Bubble Bathbombs Suitable for Everyone Gift idea for Birthday Valentines Anniversary Christmas Mothers Day Gifts (Pack of 2)","SIX FOXES","$16.99","29","0","$493","08/18/2020","$9.92","678","4.6","$7.07","171450","Beauty & Personal Care","B0887VYBDQ","https://www.amazon.com/dp/B0887VYBDQ"
"","","212","artnaturals Bath Bombs Gift Set - 6 Bubble Bath Bomb Fizzies - w/ Essential Oils Shea & Cocoa Butter - Aromatherapy for Spa & Relaxing - for Moisturizing Dry Skin - for Women Kids & Men","Artnaturals","$11.95","40","1","$478","06/24/2021","...","243","4.6","","134808","Beauty & Personal Care","B097Z2ZQ2J","https://www.amazon.com/dp/B097Z2ZQ2J"
"","","213","Bath Bombs 6 Bath Bombs Donuts Gift Set Perfect for Bubble & Spa Bath Rich in Almond Oil Epsom Salt & Kaolin Clay Fizzy Spa to Moisturize Dry Skin Gift for Her Mothers Day","Nectar Bath Treats","$42.00","15","0","$630","12/13/2020","$29.27","10","4.6","$12.73","264881","Beauty & Personal Care","B09GVKRQSZ","https://www.amazon.com/dp/B09GVKRQSZ"
"","","214","Two Sisters Spa Bubble Bombs Superhero Surprise Set | Bath Bombs for Kids with Toys Inside | 12-Pack Set in a Gift Box | Safe for Sensitive Skin | Fizzy and Bubbly Bath Balls for Boys and Girls","Two Sisters","$59.99","427","14","$25616","02/20/2020","$43.96","453","4.8","$16.03","75644","Beauty & Personal Care","B0851SLNMR","https://www.amazon.com/dp/B0851SLNMR"
"","","215","Cosset Bath Bombs - Apocalypse - Therapeutic Bath Bomb Treatment for Muscle Aches and Mental Focus - 8-Ounce - Pack of 6","Cosset","$42.00","45","1","$1890","08/11/2019","$29.27","127","4.6","$12.73","129648","Beauty & Personal Care","B07WD61XCR","https://www.amazon.com/dp/B07WD61XCR"
"","","216","Nature's Beauty Eucalyptus & Tea Tree Bath Bomb 4.6 oz - Fizzy Spa Bath Bomb Made with Coconut Oil & Witch Hazel to Help Soothe Skin & an Aroma to Help Restore Energy  4-Pack","Nature's Beauty","$19.99","185","6","$3698","05/13/2021","$11.85","104","4.1","$8.14","86799","Beauty & Personal Care","B094YWXG5G","https://www.amazon.com/dp/B094YWXG5G"
